id_municipio,id_municipio_nome,sigla_uf,populacao,area,taxa_alfabetizacao,indice_envelhecimento,idade_mediana,razao_sexo
4215687,Santa Terezinha do Progresso,SC,2576,120,0.90991,94.96,40,106.08
4212403,Pedras Grandes,SC,4242,160,0.96812,97.01,40,102.14
4211652,Novo Horizonte,SC,2641,152,0.94284,88.6,40,104.88
3534609,Osvaldo Cruz,SP,30025,248,0.96302,107.3,40,99.13
3535309,Palmital,SP,19565,548,0.95999,105.04,40,94.25
3538204,Pinhalzinho,SP,15164,155,0.96198,94.82,40,98.95
3541109,Presidente Alves,SP,3800,287,0.93857,89.21,40,97.51
3515186,Espírito Santo do Pinhal,SP,39611,389,0.96015,94.84,40,94.02
3503703,Ariranha,SP,7596,133,0.94323,93.71,40,98.69
3504206,Auriflama,SP,13662,434,0.94835,94.31,40,97.32
3555604,Uchoa,SP,10370,252,0.94649,94.77,40,97.12
3554607,Timburi,SP,2451,197,0.93954,108.47,40,102.3
3508108,Buritama,SP,17132,327,0.94487,84.7,40,94.31
3514304,Dourado,SP,8075,206,0.95134,100.73,40,97.51
3533304,Nova Luzitânia,SP,2836,74,0.93872,90.02,40,101.63
3537404,Pereira Barreto,SP,24025,974,0.94565,85.11,40,93.85
3514957,Embaúba,SP,2323,83,0.93808,94.81,40,105.21
3514403,Dracena,SP,44326,488,0.96528,99.23,40,96.12
3556008,Urupês,SP,13714,324,0.95269,103.7,40,96.76
3556602,Vera Cruz,SP,10137,248,0.95933,100.94,40,95.47
3538105,Pindorama,SP,14473,185,0.95,97.57,40,99.12
3520806,Inúbia Paulista,SP,3595,87,0.9403,91.08,40,96.47
3543204,Ribeirão do Sul,SP,4677,203,0.93347,95.49,40,100.21
3507753,Brejo Alegre,SP,2530,106,0.93676,80.94,40,101.33
3551603,Serra Negra,SP,29823,204,0.96456,105.4,40,93.14
3548609,São Bento do Sapucaí,SP,11626,253,0.96186,89.15,40,98.37
3557154,Zacarias,SP,2692,319,0.93547,81.26,40,99.11
3544806,Sales,SP,6416,309,0.93537,90.75,40,96.91
3551306,Sebastianópolis do Sul,SP,3130,168,0.92941,87.28,40,93.57
3502903,Araçoiaba da Serra,SP,32325,255,0.97005,86.16,40,98.83
3556958,Vitória Brasil,SP,1794,50,0.91544,83.22,40,105.03
3530201,Mirante do Paranapanema,SP,15844,1239,0.91735,84.38,40,98.99
3540309,Pontes Gestal,SP,2387,218,0.91581,92.48,40,98.75
3515608,Fernando Prestes,SP,5938,170,0.93654,105.26,40,95.65
3508900,Caiabu,SP,3712,253,0.92839,89.06,40,99.78
3517109,Glicério,SP,4124,273,0.94083,87.07,40,96.3
3530102,Mirandópolis,SP,23582,918,0.9527,105.36,40,131.69
3545704,Santa Albertina,SP,6340,273,0.9283,99.2,40,98.79
3552601,Tabapuã,SP,11267,346,0.94501,96.03,40,97.23
3553609,Tapiratiba,SP,11752,222,0.95764,87.27,40,93.99
3538501,Piquete,SP,12451,176,0.96708,95.56,40,91.62
3544251,Rosana,SP,17257,744,0.94183,76.67,40,96.71
3503158,Arapeí,SP,2330,157,0.93718,86.88,40,97.12
3519204,Iacri,SP,6130,322,0.93417,90.88,40,98.61
3528908,Mariápolis,SP,3511,187,0.94749,90.65,40,99.49
3500105,Adamantina,SP,34552,412,0.96492,108.3,40,92.9
3516804,Gastão Vidigal,SP,3244,181,0.90919,95.04,40,94.27
3507407,Borborema,SP,14187,552,0.94205,96.24,40,98.02
3531605,Monte Castelo,SP,4219,234,0.92542,90.12,40,98.4
3527405,Lucélia,SP,17479,315,0.95007,94.3,40,125.38
3543808,Rinópolis,SP,9216,358,0.94031,108.01,40,97.72
3506409,Bilac,SP,7286,158,0.95655,98.69,40,96.69
3529609,Meridiano,SP,4572,228,0.94339,85.01,40,96.48
3538303,Piquerobi,SP,3264,483,0.9215,90.48,40,90.65
3555000,Tupã,SP,63336,628,0.95925,100.27,40,91.45
5221502,Turvânia,GO,4470,482,0.89445,97.46,42,100.36
5214861,Nova Glória,GO,8291,412,0.88561,98.46,42,101.6
5219456,Santa Rita do Novo Destino,GO,2688,970,0.85325,78.89,42,107.97
5200159,Adelândia,GO,2278,115,0.89781,100.53,42,101.67
5206602,Cumari,GO,2908,568,0.88563,101.98,42,102.84
5219506,Santa Rosa de Goiás,GO,2814,166,0.88411,103.8,42,102.88
5215207,Novo Brasil,GO,3527,649,0.90283,102.66,42,103.52
5200209,Água Limpa,GO,1842,459,0.90796,96.32,42,99.57
5221452,Trombas,GO,3116,803,0.85188,94.09,42,102.07
5221304,Três Ranchos,GO,2914,284,0.93004,94.7,42,108.64
5209606,Heitoraí,GO,3344,229,0.8911,94.3,42,104.14
5201207,Anhanguera,GO,924,56,0.97154,108.61,42,103.97
5209804,Hidrolina,GO,3543,584,0.90749,102.92,42,102.69
5215801,Palmelo,GO,2227,60,0.93438,106.78,42,91.93
5216908,Pilar de Goiás,GO,2328,906,0.91418,76.98,42,111.06
5211701,Jandaia,GO,6269,863,0.91965,94.16,42,102.91
5213855,Morro Agudo de Goiás,GO,2427,282,0.89529,83.9,42,97.11
5204201,Cachoeira de Goiás,GO,1405,424,0.86333,91.19,42,101.29
3106804,Bias Fortes,MG,3355,284,0.88392,109.38,42,109.67
3155900,Rio Preto,MG,5105,348,0.90248,109.07,42,98.42
3122504,Dom Cavati,MG,4870,60,0.90785,118.84,42,92.99
3172202,Wenceslau Braz,MG,2342,102,0.93759,105.96,42,100.34
3149408,Pedro Teixeira,MG,1810,113,0.91894,98.88,42,104.29
3164902,São Sebastião do Rio Verde,MG,2274,91,0.95742,95.99,42,105.17
3159308,Santa Rita de Jacutinga,MG,4738,421,0.91541,109.47,42,100.21
3100104,Abadia dos Dourados,MG,6271,880,0.9352,111.08,42,101.61
3118502,Consolação,MG,1552,89,0.89237,108.3,42,107.85
3105509,Barão de Monte Alto,MG,4963,198,0.882,115.73,42,99.92
3115003,Cascalho Rico,MG,2685,367,0.96567,109.09,42,101.04
3103207,Araçaí,MG,2180,188,0.93192,102.03,42,98.81
3127388,Goianá,MG,4049,152,0.93711,104.46,42,95.7
3101201,Aiuruoca,MG,6162,650,0.90889,123.49,42,102.77
3122801,Dom Viçoso,MG,3095,114,0.93139,93.21,42,103.48
3133501,Itapecerica,MG,20943,1041,0.93096,122.21,42,97.08
3153103,Presidente Bernardes,MG,4830,237,0.89478,116.06,42,101.66
3159209,Santa Rita de Caldas,MG,8418,503,0.94341,120.03,42,103.61
3115706,Central de Minas,MG,6159,204,0.84232,103.87,42,96.4
3138005,Laranjal,MG,5950,205,0.96189,121.08,42,97.32
3150307,Piedade do Rio Grande,MG,4604,323,0.8993,110.26,42,101.49
3109600,Cachoeira da Prata,MG,3692,61,0.96991,107.64,42,90.36
3122108,Divino das Laranjeiras,MG,4170,342,0.85752,95.62,42,94.42
3118908,Cordisburgo,MG,7526,824,0.92017,114.69,42,99.02
3141207,Matutina,MG,3811,261,0.89616,114.62,42,97.92
3103603,Arantina,MG,2915,89,0.93257,91.51,42,100.34
3128204,Guaraciaba,MG,9706,349,0.87568,117.06,42,101.26
3150406,Piedade dos Gerais,MG,4963,260,0.9016,103.76,42,105.11
3155306,Rio Manso,MG,5565,232,0.93495,116.52,42,103.43
3164803,São Sebastião do Rio Preto,MG,1259,128,0.91675,116.83,42,90.18
3152907,Pratápolis,MG,8373,216,0.94952,122.51,42,99.95
3157401,Santa Cruz do Escalvado,MG,4673,259,0.90992,117.61,42,101.34
3154101,Recreio,MG,10976,234,0.93809,140.04,42,95.4
3158409,Santana de Cataguases,MG,3487,161,0.92896,110.24,42,102.85
3160603,Santo Hipólito,MG,2703,431,0.89283,112.06,42,99.63
3106101,Belmiro Braga,MG,3243,393,0.89206,101.64,42,101.12
3121506,Desterro do Melo,MG,2974,142,0.89383,111.75,42,102.98
3147808,Passa-Vinte,MG,2233,247,0.91702,96.16,42,106.95
3124609,Estrela Dalva,MG,2181,131,0.88828,119.09,42,96.23
3161007,São Domingos do Prata,MG,17283,744,0.90961,111.84,42,96.12
3129004,Guiricema,MG,7761,294,0.90772,125.71,42,99.74
3111101,Campina Verde,MG,17908,3651,0.92974,106.52,42,101.92
3114808,Carvalhos,MG,4387,282,0.8936,107.14,42,103.31
3145406,Olaria,MG,1945,178,0.89345,102.56,42,107.36
3122702,Dom Silvério,MG,5201,195,0.93077,130.13,42,91.85
3125804,Fernandes Tourinho,MG,2785,152,0.83126,101.3,42,96.69
3110301,Caldas,MG,14162,711,0.94004,105.8,42,103.19
3159100,Santana dos Montes,MG,3463,197,0.91732,106.46,42,106.24
4102208,Atalaia,PR,3839,138,0.94835,106.06,42,109.03
4113429,Lidianópolis,PR,3931,151,0.88511,96.43,42,95.92
4108205,Formosa do Oeste,PR,7635,276,0.93406,104.56,42,96.93
4125308,São Jorge do Ivaí,PR,5163,315,0.92543,110.94,42,97.18
4113759,Lunardelli,PR,4872,199,0.8665,102.83,42,100.66
4113106,Kaloré,PR,4535,193,0.91004,107.76,42,99.91
4107108,Diamante do Norte,PR,5140,243,0.91431,101.7,42,96.79
4128401,Uraí,PR,10384,238,0.91679,108.8,42,95.86
4306320,Derrubadas,RS,2751,361,0.93316,95.89,42,101.83
4310405,Independência,RS,6423,358,0.95628,114.33,42,101.98
4321352,Tavares,RS,5197,610,0.91493,122.41,42,101.86
4322533,Vale do Sol,RS,9873,328,0.95014,112.61,42,101.32
4306551,Dom Pedro de Alcântara,RS,2555,78,0.97036,114.39,42,105.95
4311601,Liberato Salzano,RS,4778,246,0.90788,107.03,42,101.47
4306700,Dona Francisca,RS,3077,114,0.96601,106.94,42,99.16
4303400,Caiçara,RS,4823,189,0.95649,122.68,42,102.43
4321832,Três Forquilhas,RS,2760,217,0.92258,100.43,42,107.05
4308805,General Câmara,RS,7612,510,0.94268,112.49,42,100.16
4319604,São Sepé,RS,21077,2205,0.94471,115.72,42,94.03
4311270,Lagoa dos Três Cantos,RS,1731,139,0.98611,115.1,42,99.08
4323200,Victor Graeff,RS,2771,238,0.98035,112.98,42,99.86
4302659,Brochier,RS,4934,105,0.96451,124.59,42,99.68
4311155,Jóia,RS,7166,1239,0.94489,99.75,42,105.73
4301800,Barracão,RS,4831,515,0.93697,115.29,42,103.24
4315321,Quevedos,RS,2501,543,0.93611,104.57,42,110.85
4302501,Bossoroca,RS,5887,1610,0.92747,109.27,42,104.58
4311130,Jari,RS,3348,853,0.9472,109.56,42,107.63
4300471,Almirante Tamandaré do Sul,RS,1968,265,0.97141,112,42,105.32
4319406,São Pedro do Sul,RS,15535,873,0.96228,124.16,42,95.27
4322525,Vale Verde,RS,3150,330,0.93524,113.77,42,103.88
4310850,Jaboticaba,RS,3769,128,0.89962,110.15,42,99.74
4307559,Estação,RS,5582,100,0.97635,115.37,42,94.02
4314753,Poço das Antas,RS,2171,68,0.97869,128.45,42,104.04
4300802,Antônio Prado,RS,13010,348,0.96896,119.75,42,97.32
4318614,São José do Sul,RS,2356,55,0.98197,121.99,42,98
4313441,Novo Tiradentes,RS,2146,75,0.92381,105.54,42,105.56
4323507,Vista Alegre,RS,2659,78,0.94494,110.8,42,98.8
4307054,Ernestina,RS,3019,239,0.97482,109.96,42,101.73
4308052,Faxinalzinho,RS,2515,143,0.92053,113.55,42,105.38
4318101,São Francisco de Assis,RS,17532,2507,0.93378,122.67,42,97.69
4319372,São Pedro do Butiá,RS,3069,108,0.98115,121.23,42,104.53
4311239,Lagoa Bonita do Sul,RS,2248,110,0.91593,104.17,42,107.08
4317558,Santo Antônio do Palma,RS,2091,126,0.96582,100.27,42,103.4
4310579,Itapuca,RS,1937,185,0.91363,99.05,42,110.77
4314506,Pinheiro Machado,RS,11194,2249,0.93013,107.19,42,97.01
4200051,Abdon Batista,SC,2593,238,0.93449,89.59,42,102.81
4207601,Ipira,SC,4575,156,0.9706,104.42,42,96.99
4201604,Arroio Trinta,SC,3556,94,0.96264,117.14,42,95.28
4207205,Imaruí,SC,11878,542,0.93151,100.25,42,100.29
4206801,Ibicaré,SC,3267,156,0.95004,114.42,42,102.41
4210555,Marema,SC,2184,104,0.93083,113.79,42,104.3
4207577,Iomerê,SC,2877,114,0.98066,114.77,42,103.18
4216800,São José do Cerrito,SC,8707,949,0.91332,94.53,42,105.14
4209201,Lacerdópolis,SC,2245,69,0.96688,119.94,42,98.06
4207759,Iraceminha,SC,3984,165,0.95677,102.29,42,104.73
4213906,Presidente Castello Branco,SC,1689,65,0.96942,108.48,42,103
3528205,Macedônia,SP,3944,328,0.9359,110.34,42,96.87
3510104,Cândido Rodrigues,SP,2876,71,0.94554,123.66,42,98.83
3528106,Macaubal,SP,7446,248,0.94624,119.1,42,99.55
3516507,Gabriel Monteiro,SP,2763,139,0.94753,105.91,42,100.36
3510708,Cardoso,SP,11312,639,0.93436,113.33,42,95.54
3513306,Cruzália,SP,2108,149,0.94567,102.05,42,95.55
3527256,Lourdes,SP,1904,114,0.89816,118.13,42,99.59
3548807,São Caetano do Sul,SP,164949,15,0.9884,117.03,42,84.09
3541505,Presidente Venceslau,SP,34332,755,0.95286,101.94,42,93.68
3515129,Emilianópolis,SP,3012,225,0.92429,110.04,42,98.03
3548500,Santos,SP,416817,281,0.98398,129.9,42,82.89
3520707,Indiaporã,SP,4028,280,0.91571,114.53,42,94.46
3542305,Redenção da Serra,SP,4493,309,0.92085,95.58,42,110.1
3550001,São Luís do Paraitinga,SP,10305,617,0.9282,106.68,42,101.86
3503950,Aspásia,SP,1839,69,0.90676,100.63,42,99.14
3540507,Porangaba,SP,10445,266,0.94672,107.16,42,104.28
3544608,Sabino,SP,5112,305,0.94376,108,42,94.67
3518008,Guarani d'Oeste,SP,1968,86,0.91885,100,42,99.39
3547502,Santa Rita do Passa Quatro,SP,24691,754,0.96476,123.92,42,91.86
5213400,Moiporá,GO,1684,452,0.90621,113.21,44,100.12
5219209,Santa Cruz de Goiás,GO,2999,1109,0.89684,86.83,44,113.82
5202353,Arenópolis,GO,2946,1076,0.89935,98.78,44,105.01
5210307,Israelândia,GO,2502,579,0.89378,122.69,44,98.3
5207105,Diorama,GO,2054,685,0.90046,109.58,44,101.37
3146602,Paiva,MG,1473,58,0.91873,125.57,44,100.54
3137106,Lagamar,MG,6595,1475,0.91761,118.62,44,104.79
3119906,Córrego do Bom Jesus,MG,4269,124,0.93273,132.38,44,104.99
3155207,Rio Espera,MG,5388,239,0.87689,132.75,44,105.02
3125200,Fama,MG,2578,86,0.93361,129.44,44,101.09
3103108,Antônio Prado de Minas,MG,1537,84,0.91822,164.77,44,103.71
3112208,Capela Nova,MG,4359,111,0.91518,135.77,44,95.87
3123205,Dores do Indaiá,MG,12530,1111,0.91847,147.36,44,92.74
3103306,Aracitaba,MG,2046,107,0.88312,135.59,44,94.59
3119807,Córrego Danta,MG,2925,657,0.92042,146.94,44,110.83
3138500,Liberdade,MG,4717,401,0.89224,129.36,44,102.78
4107520,Esperança Nova,PR,1849,141,0.89779,111.82,44,97.75
4108551,Godoy Moreira,PR,2977,131,0.83313,107.28,44,99.26
4323457,Vila Nova do Sul,RS,3850,508,0.93966,125.25,44,96.99
4301552,Áurea,RS,3396,157,0.97239,145.67,44,99.53
4301636,Balneário Pinhal,RS,14887,102,0.95823,116.14,44,92.4
4303673,Campestre da Serra,RS,3235,538,0.9593,126.33,44,105.84
4313359,Nova Roma do Sul,RS,3456,150,0.97376,139.34,44,104.12
4318457,São José das Missões,RS,2362,98,0.9221,112.99,44,102.57
4305124,Cerrito,RS,5782,452,0.92448,127.32,44,99.31
4301503,Augusto Pestana,RS,7149,348,0.97325,136.29,44,96.51
4305009,Catuípe,RS,8666,583,0.95789,125.31,44,92.46
4312609,Muçum,RS,4566,111,0.96053,144.35,44,92.51
4314472,Pinhal Grande,RS,3803,478,0.94855,128.62,44,107.47
4314548,Pinto Bandeira,RS,2693,105,0.97632,140.25,44,101.7
4303806,Campinas do Sul,RS,5250,276,0.95768,136.9,44,92.78
4312179,Mato Queimado,RS,1788,115,0.96885,123.43,44,103.05
4304713,Caraá,RS,7393,295,0.92808,125.06,44,105.39
4315206,Putinga,RS,3747,216,0.95313,169.05,44,100.37
4318432,São João do Polêsine,RS,2617,78,0.97619,169.03,44,93.22
4316477,Salvador das Missões,RS,2871,94,0.98661,135.35,44,102.46
4311981,Mariana Pimentel,RS,3907,338,0.9345,130.35,44,105.46
4312443,Morrinhos do Sul,RS,3070,166,0.97167,119.61,44,108.2
4315552,Rio dos Índios,RS,2833,236,0.89798,122.03,44,105.29
4318440,São Jorge,RS,2909,126,0.9761,155.72,44,100.55
4316303,Roque Gonzales,RS,6562,349,0.94574,125.64,44,100.06
4316972,Santa Margarida do Sul,RS,2596,955,0.90968,100.92,44,112.96
4307864,Fagundes Varela,RS,2566,134,0.97565,154.31,44,102.85
4319109,São Martinho,RS,5478,171,0.95945,129.82,44,96.17
4323358,Vila Lângaro,RS,2079,152,0.96,127.96,44,104.63
4312203,Maximiliano de Almeida,RS,4186,208,0.95154,130.27,44,97.88
4310439,Ipê,RS,5394,599,0.95516,139.46,44,102.89
4305454,Cidreira,RS,17009,243,0.96785,111.17,44,91.92
4312450,Morro Redondo,RS,6035,245,0.94168,135.47,44,96.36
4312104,Mata,RS,4669,316,0.95486,131.97,44,102.06
4315156,Progresso,RS,5340,256,0.924,124.16,44,104.21
4215901,São Bonifácio,SC,2944,461,0.97767,136.64,44,104.02
4217154,São Miguel da Boa Vista,SC,1781,73,0.93919,103.65,44,106.61
3535200,Palmeira d'Oeste,SP,8878,319,0.93949,129.68,44,99.08
3547403,Santa Rita d'Oeste,SP,2733,210,0.92446,147.95,44,93.97
3534500,Oscar Bressane,SP,2470,222,0.94174,131.3,44,91.62
3530003,Mira Estrela,SP,3126,217,0.94568,112.3,44,99.49
3536901,Pedranópolis,SP,2737,260,0.94254,125.71,44,99.93
3549003,São Francisco,SP,2602,76,0.91486,135.6,44,95.35
3517802,Guaraçaí,SP,7418,569,0.93204,128.69,44,97.16
3502606,Aparecida d'Oeste,SP,4064,179,0.91787,125.16,44,98.25
5200902,Amorinópolis,GO,2998,407,0.8684,135.27,46,101.68
5209291,Guaraíta,GO,2188,206,0.90027,105.57,46,99.27
3115607,Cedro do Abaeté,MG,1081,283,0.88578,143.79,46,104.35
3165560,Sem-Peixe,MG,2433,177,0.87743,164.33,46,94.48
3136108,Joanésia,MG,4323,233,0.87675,139.45,46,100.14
3124708,Estrela do Indaiá,MG,2753,636,0.91161,175.78,46,95.9
3129103,Gurinhatã,MG,5166,1849,0.88841,124.09,46,108.85
3165800,Senador José Bento,MG,2068,94,0.93899,164.15,46,110.81
5107297,São José do Povo,MT,2875,490,0.88613,109.7,46,105.8
4322343,Ubiretama,RS,1982,126,0.96705,143.56,46,106.85
4319703,São Valentim,RS,3201,154,0.92076,158.95,46,101.86
4322103,Tucunduva,RS,5533,181,0.96209,156.77,46,92.1
4300901,Aratiba,RS,6477,342,0.96863,159.51,46,100.96
4322301,Tuparendi,RS,8351,308,0.96845,147.64,46,93.77
4305132,Cerro Branco,RS,3800,158,0.90502,173.68,46,102.13
4323606,Vista Alegre do Prata,RS,1586,119,0.97929,142.86,46,108.39
4305603,Colorado,RS,3253,286,0.9592,152.37,46,94.74
4313334,Nova Ramada,RS,2163,255,0.96264,130.38,46,106.99
4319307,São Paulo das Missões,RS,5835,224,0.94971,139.28,46,100.76
4305116,Centenário,RS,2715,134,0.97821,149.34,46,106.61
4320602,Severiano de Almeida,RS,3402,168,0.96742,145.71,46,102.86
4313003,Nova Bréscia,RS,3044,103,0.9796,180.35,46,99.48
4311908,Marcelino Ramos,RS,4305,230,0.95932,160.03,46,99.72
4310900,Jacutinga,RS,3313,178,0.95163,155.26,46,94.98
4306379,Dilermando de Aguiar,RS,2806,601,0.90519,123.13,46,109.09
4305850,Coqueiros do Sul,RS,2209,277,0.96283,135.06,46,98.47
4320453,Sério,RS,1941,98,0.90833,157.47,46,106.27
4306759,Doutor Ricardo,RS,1888,108,0.97635,182.01,46,105.66
4320651,Silveira Martins,RS,2019,119,0.96334,165.96,46,101.59
4300554,Alto Alegre,RS,1800,115,0.95059,135.88,46,101.34
4305959,Cotiporã,RS,3833,173,0.97778,174.47,46,104.36
4319711,São Valentim do Sul,RS,2204,92,0.98315,170.78,46,103.79
4317954,Santo Expedito do Sul,RS,2349,126,0.92775,147.75,46,99.24
3544509,Rubinéia,SP,3825,243,0.95706,126.98,46,97.99
3532843,Nova Canaã Paulista,SP,2028,124,0.94221,174.16,46,98.44
3107000,Biquinhas,MG,2383,459,0.90639,157.23,48,96.94
4304614,Canudos do Vale,RS,1656,83,0.93333,182.59,48,107.26
4313425,Novo Machado,RS,3179,219,0.95049,163.57,48,98.88
4308433,Forquetinha,RS,2393,93,0.94495,189.47,48,101.09
4300455,Alegria,RS,3651,173,0.938,142.96,48,104.54
4306353,Dezesseis de Novembro,RS,2507,217,0.90783,158.91,48,105.66
4310751,Ivorá,RS,1916,123,0.94513,209.83,48,102.2
4315073,Porto Vera Cruz,RS,1560,114,0.92485,162.04,50,97.72
4308250,Floriano Peixoto,RS,1667,169,0.95957,225.54,50,109.28
4309258,Guabiju,RS,1414,147,0.96677,204.92,50,106.56
4315453,Relvado,RS,1783,108,0.96532,228.57,50,96.93
4317251,Santa Tereza,RS,1503,74,0.97855,264.05,52,103.65
2700201,Anadia,AL,13966,186,0.71281,49.48,33,93.49
2709103,Taquarana,AL,18968,154,0.74101,47.87,33,93
2704302,Maceió,AL,953326,509,0.91578,44.25,33,87.17
2704807,Maribondo,AL,13669,180,0.77403,48.74,33,94
2902401,Aurelino Leal,BA,11170,445,0.79357,46.94,33,96.95
2913705,Inhambupe,BA,33745,1082,0.79284,49.31,33,95.6
2902302,Aratuípe,BA,8665,174,0.81581,44.02,33,101.84
2928059,Santa Luzia,BA,13808,824,0.79983,41.77,33,110.67
2909406,Cotegipe,BA,13040,4283,0.76677,50.24,33,105.36
2908101,Cocos,BA,19132,10141,0.79042,59.98,33,104.39
2924009,Paulo Afonso,BA,112377,1544,0.87618,47.8,33,90.73
2910057,Dias d'Ávila,BA,71279,184,0.93473,34.55,33,92.56
2927606,Santa Brígida,BA,14945,934,0.71679,48.57,33,101.25
2910727,Eunápolis,BA,113177,1426,0.89548,39.24,33,94.11
2921906,Mucugê,BA,12073,2462,0.84753,44.71,33,97.61
2906873,Capim Grosso,BA,33212,465,0.85151,47.7,33,94.6
2922854,Nova Redenção,BA,7529,565,0.82006,60.83,33,100.91
2915403,Itaju do Colônia,BA,6034,1225,0.80347,47.75,33,98.06
2925402,Potiraguá,BA,10267,1112,0.85362,47.02,33,101.81
2902500,Baianópolis,BA,13597,3321,0.77438,53.63,33,105.8
2901304,Andaraí,BA,13040,1590,0.81094,50,33,100.77
2903276,Barrocas,BA,15200,207,0.8342,46.05,33,97.8
2900801,Alcobaça,BA,24296,1478,0.83374,46.29,33,101.81
2906907,Caravelas,BA,20496,2378,0.82685,49.68,33,99.38
2929701,Sátiro Dias,BA,15985,949,0.78745,52.2,33,97.95
2929057,São Félix do Coribe,BA,15183,1752,0.85724,43.17,33,99.66
2910859,Filadélfia,BA,17895,580,0.82318,51.76,33,99.59
2933307,Vitória da Conquista,BA,369737,3254,0.90896,47.44,33,91.7
2906824,Canudos,BA,16077,3565,0.81831,46.88,33,102.12
2920809,Marcionílio Souza,BA,9259,1099,0.78404,53.88,33,99.63
2931509,Teofilândia,BA,21085,352,0.8112,51.09,33,96.88
2903409,Belmonte,BA,20054,1939,0.82359,45.94,33,101.43
2910503,Entre Rios,BA,37860,1188,0.87617,43.74,33,92.34
2921708,Morro do Chapéu,BA,33471,5745,0.83937,46.47,33,97.9
2933158,Várzea Nova,BA,13363,1226,0.80393,51.08,33,99.33
2921054,Matina,BA,10328,773,0.75018,54.79,33,100.82
2927002,Rio Real,BA,35244,740,0.81288,46.1,33,98.38
2902658,Banzaê,BA,11933,410,0.79173,52.17,33,101.55
2919900,Macururé,BA,7253,2546,0.77873,54.3,33,100.06
2928000,Santaluz,BA,37780,1623,0.82933,52.05,33,97.54
2930709,Simões Filho,BA,113990,202,0.9436,34.87,33,90.45
2906204,Canarana,BA,24122,580,0.86898,47.55,33,99.21
2924603,Pindobaçu,BA,19033,496,0.82479,49.33,33,98.64
2926509,Ribeira do Amparo,BA,13779,644,0.69275,54.52,33,103.07
2917003,Itiúba,BA,33855,1651,0.80336,55.19,33,101.67
2933406,Wagner,BA,9502,522,0.84475,58.3,33,96.91
2933455,Wanderley,BA,12962,2921,0.82755,48.55,33,107.55
2902252,Arataca,BA,10174,436,0.75535,49,33,111.78
2929206,São Francisco do Conde,BA,38675,270,0.91789,34.24,33,88.68
2919157,Lapão,BA,25690,643,0.83548,49.38,33,99.4
2906105,Canápolis,BA,10209,460,0.77638,55.5,33,107.83
2931350,Teixeira de Freitas,BA,144546,1166,0.89677,43.38,33,93.08
2905107,Caém,BA,10374,541,0.79745,58.84,33,98.43
2926202,Riachão das Neves,BA,21613,5978,0.77966,47.12,33,108.84
2305803,Ipu,CE,41062,626,0.79089,58.21,33,98.82
2302909,Capistrano,CE,17250,227,0.79611,49.99,33,100.39
2304285,Eusébio,CE,74084,79,0.94115,25.57,33,94.92
2306504,Itapiúna,CE,17836,593,0.75283,52.4,33,98.85
2300606,Altaneira,CE,6771,73,0.77103,64.64,33,93.38
2302503,Brejo Santo,CE,51050,655,0.83984,53.52,33,94.29
2311603,Redenção,CE,27191,248,0.83002,52.58,33,94.83
2303907,Chaval,CE,12410,237,0.75425,47.12,33,100.16
2310704,Pentecoste,CE,37763,1380,0.81941,46.96,33,98.82
2300507,Alcântaras,CE,11367,136,0.80483,55.39,33,97.24
2304202,Crato,CE,130823,1138,0.88404,49.64,33,89.17
2310951,Pires Ferreira,CE,10591,244,0.77139,62.89,33,107.11
2304806,Granjeiro,CE,4840,112,0.76941,57.38,33,98.97
2302057,Barroquinha,CE,14558,386,0.72208,50.16,33,101.95
2309805,Pacoti,CE,11155,112,0.83701,48.39,33,100.65
2307700,Maranguape,CE,104983,584,0.89162,45.24,33,94.38
2313955,Varjota,CE,18089,179,0.80243,52.59,33,97.67
2300101,Abaiara,CE,10021,181,0.76837,50.94,33,96.55
2311504,Quixeré,CE,20860,613,0.78348,52.32,33,95.93
2303956,Chorozinho,CE,20127,296,0.79577,44.84,33,100.43
2310209,Paracuru,CE,38949,305,0.85707,45.13,33,97.33
2305266,Ibaretama,CE,11946,879,0.73717,55.45,33,104.59
3205002,Serra,ES,518797,548,0.96122,39.48,33,93.38
3201159,Brejetuba,ES,12977,354,0.85649,37.09,33,105.1
3202553,Ibitirama,ES,9512,331,0.87544,43.37,33,102.86
3203205,Linhares,ES,164859,3496,0.94121,41.52,33,97.83
5204904,Campos Belos,GO,17996,735,0.89394,39.85,33,94.33
5214002,Mozarlândia,GO,14627,1739,0.90845,38.71,33,99.54
5200803,Alvorada do Norte,GO,8444,1268,0.87196,38.24,33,98.96
5221551,Turvelândia,GO,4985,936,0.90638,36.14,33,106.16
5212907,Marzagão,GO,2758,226,0.92815,51.66,33,103.54
5203203,Barro Alto,GO,10316,1080,0.91433,38.41,33,102.64
5204003,Cabeceiras,GO,7547,1126,0.89971,42.44,33,103.94
5209200,Guapó,GO,19530,514,0.91668,43.68,33,98.1
5208608,Goianésia,GO,73263,1547,0.93176,46.19,33,98.26
5200308,Alexânia,GO,26893,847,0.91154,45.93,33,99.76
5213004,Maurilândia,GO,10203,390,0.88257,43.08,33,102.91
5210406,Itaberaí,GO,44616,1462,0.92795,44.24,33,99.56
5201108,Anápolis,GO,397062,936,0.96206,47.19,33,94.1
5214507,Nerópolis,GO,31879,205,0.93811,38.95,33,95.28
5213509,Monte Alegre de Goiás,GO,6684,3120,0.83671,44.09,33,107.7
